股票代號,股票名稱,產業別,市場別,上市/掛牌日期,ISIN代碼,題材清單,題材總數
2618,長榮航,航運業,上市,2001/09/17,TW0002618006,物流、空運、航空、航運、貨櫃航運、運輸事業,6
2630,亞航,航運業,上市,2018/02/22,TW0002630001,物流、航運、運輸事業、飛機維修,4
2633,台灣高鐵,航運業,上市,2016/10/27,TW0002633005,物流、航運、運輸事業、鐵路運輸,4
2634,漢翔,航運業,上市,2014/08/25,TW0002634003,機械零組件、無人機、物流、航天機械零組件、航天軍工、航運、軍工國防、飛機零件／製造,8
2636,台驊控股,航運業,上市,2016/12/22,TW0002636008,海空運承攬業、物流、物流業、航運、運輸事業,5
2637,慧洋-KY,航運業,上市,2010/12/01,KYG9721M1033,散裝航運、物流、航運、貨櫃航運、運輸事業,5
2642,宅配通,航運業,上市,2013/12/12,TW0002642006,物流、物流業、航運、運輸事業、陸運,5
2645,長榮航太,航運業,上市,2023/03/14,TW0002645009,物流、航天機械零組件、航天軍工、航運、貨櫃航運、運輸事業、飛機維修,7
2646,星宇航空,航運業,上市,2024/10/25,TW0002646007,物流、空運、航空、航運、運輸事業,5
2701,萬企,觀光餐旅,上市,1965/03/22,TW0002701000,休閒娛樂、地產、消費民生、物業投資發展、觀光餐飲、電影院／劇院,6
2702,華園,觀光餐旅,上市,1965/02/14,TW0002702008,旅宿／餐飲、消費民生、觀光餐飲、飯店,4
2704,國賓,觀光餐旅,上市,1982/11/10,TW0002704004,旅宿／餐飲、消費民生、觀光餐飲、飯店、餐飲,5
2705,六福,觀光餐旅,上市,1988/12/24,TW0002705001,主題樂園、休閒娛樂、旅宿／餐飲、消費民生、觀光餐飲、資產股、飯店,7
2706,第一店,觀光餐旅,上市,1991/06/25,TW0002706009,地產、旅宿／餐飲、消費民生、物業投資發展、觀光餐飲、飯店,6
2707,晶華,觀光餐旅,上市,1998/03/09,TW0002707007,旅宿／餐飲、消費民生、觀光餐飲、飯店,4
2712,遠雄來,觀光餐旅,上市,2013/12/03,TW0002712007,旅宿／餐飲、消費民生、觀光餐飲、飯店,4
2722,夏都,觀光餐旅,上市,2012/03/14,TW0002722006,旅宿／餐飲、消費民生、觀光餐飲、飯店,4
2723,美食-KY,觀光餐旅,上市,2010/11/22,KYG4002A1004,休閒食品零售、旅宿／餐飲、消費民生、穀類烘焙製品、觀光餐飲、食品加工、餐飲,7
2727,王品,觀光餐旅,上市,2012/03/06,TW0002727005,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
2731,雄獅,觀光餐旅,上市,2013/09/24,TW0002731007,休閒娛樂、旅行社、消費民生、觀光餐飲,4
2739,寒舍,觀光餐旅,上市,2016/05/19,TW0002739000,旅宿／餐飲、消費民生、觀光餐飲、飯店,4
2748,雲品,觀光餐旅,上市,2016/11/23,TW0002748001,婚宴顧問、旅宿／餐飲、服務業、消費民生、觀光餐飲、飯店,6
2753,八方雲集,觀光餐旅,上市,2021/09/09,TW0002753001,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
2762,世界健身-KY,運動休閒,上市,2024/01/24,KYG9823E1089,休閒娛樂、消費民生、觀光餐飲、連鎖健身房,4
2801,彰銀,金融保險業,上市,1962/02/15,TW0002801008,金融保險、金融業、金融科技、銀行,4
2812,台中銀,金融保險業,上市,1984/05/15,TW0002812005,金融保險、金融業、金融科技、銀行,4
2816,旺旺保,金融保險業,上市,1992/05/05,TW0002816006,產險、金融保險、金融業、金融科技,4
2820,華票,金融保險業,上市,1994/10/26,TW0002820008,票券、金融保險、金融其他、金融業、金融科技,5
2832,台產,金融保險業,上市,1997/09/30,TW0002832003,產險、金融保險、金融業、金融科技,4
2834,臺企銀,金融保險業,上市,1998/01/03,TW0002834009,金融保險、金融業、金融科技、銀行,4
2836,高雄銀,金融保險業,上市,1998/05/18,TW0002836004,金融保險、金融業、金融科技、銀行,4
2838,聯邦銀,金融保險業,上市,1998/06/29,TW0002838000,金融保險、金融業、金融科技、銀行,4
2845,遠東銀,金融保險業,上市,1998/11/27,TW0002845005,金融保險、金融業、金融科技、銀行,4
2849,安泰銀,金融保險業,上市,1999/09/27,TW0002849007,金融保險、金融業、金融科技、銀行,4
2850,新產,金融保險業,上市,2000/05/22,TW0002850005,產險、金融保險、金融業、金融科技,4
2851,中再保,金融保險業,上市,2000/07/06,TW0002851003,再保險、壽險、產險、金融保險、金融業、金融科技,6
2852,第一保,金融保險業,上市,2000/11/28,TW0002852001,再保險、產險、金融保險、金融業、金融科技,5
2855,統一證,金融保險業,上市,2002/09/16,TW0002855004,證券、金融保險、金融業、金融科技,4
2867,三商壽,金融保險業,上市,2012/12/18,TW0002867009,壽險、金融保險、金融業、金融科技,4
2880,華南金,金融保險業,上市,2001/12/19,TW0002880002,投信、產險、證券、資產管理、金控、金融保險、金融其他、金融業、金融科技、銀行,10
2881,富邦金,金融保險業,上市,2001/12/19,TW0002881000,壽險、投信、投資信託、產險、證券、資產管理、金控、金融保險、金融其他、金融控股、金融業、金融科技、銀行,13
2882,國泰金,金融保險業,上市,2001/12/31,TW0002882008,壽險、投信、投資信託、產險、證券、資產管理、金控、金融保險、金融其他、金融控股、金融業、金融科技、銀行,13
2883,凱基金,金融保險業,上市,2001/12/28,TW0002883006,創投、壽險、證券、資產管理、金控、金融保險、金融其他、金融控股、金融業、金融科技、銀行,11
2884,玉山金,金融保險業,上市,2002/01/28,TW0002884004,保險經紀、證券、金控、金融保險、金融其他、金融控股、金融業、金融科技、銀行,9
2885,元大金,金融保險業,上市,2002/02/04,TW0002885001,投信、投資信託、證券、證金公司、資產管理、金控、金融保險、金融其他、金融控股、金融業、金融科技、銀行,12
2886,兆豐金,金融保險業,上市,2002/02/04,TW0002886009,投信、產險、票券、證券、資產管理、金控、金融保險、金融其他、金融控股、金融業、金融科技、銀行,12
2887,台新新光金,金融保險業,上市,2002/02/18,TW0002887007,保險經紀、壽險、投信、證券、資產管理、金控、金融保險、金融其他、金融控股、金融業、金融科技、銀行,12
2889,國票金,金融保險業,上市,2002/03/26,TW0002889003,票券、證券、金控、金融保險、金融其他、金融業、金融科技,7
2890,永豐金,金融保險業,上市,2002/05/09,TW0002890001,投信、租賃、證券、資產管理、金控、金融保險、金融其他、金融業、金融科技、銀行,10
2891,中信金,金融保險業,上市,2002/05/17,TW0002891009,保全業、保險經紀、壽險、投信、投資信託、服務業、純網銀/金融科技、證券、資產管理、金控、金融保險、金融控股、金融業、金融科技、銀行,15
2892,第一金,金融保險業,上市,2003/01/02,TW0002892007,壽險、投信、證券、資產管理、金控、金融保險、金融其他、金融控股、金融業、金融科技、銀行,11
2897,王道銀行,金融保險業,上市,2017/05/05,TW0002897006,金融保險、金融業、金融科技、銀行,4
2901,欣欣,貿易百貨業,上市,1976/05/07,TW0002901006,地產、流通業、消費民生、物業投資發展、百貨業、資產股、零售通路,7
2903,遠百,貿易百貨業,上市,1978/10/11,TW0002903002,流通業、消費民生、百貨業、量販店、大賣場、零售通路,6
2904,匯僑,其他業,上市,1983/01/05,TW0002904000,多元業務、太陽能發電、油品儲運／分銷、石油及天然氣、電力,5
2905,三商,貿易百貨業,上市,1988/09/19,TW0002905007,控股公司、消費民生、零售通路,3
2906,高林,貿易百貨業,上市,1989/12/26,TW0002906005,家居相關用品通路、成衣、成衣銷售／零售、流通業、消費民生、貿易、醫療器材通路、醫藥流通、零售通路,9
2908,特力,貿易百貨業,上市,1993/02/18,TW0002908001,家居相關用品通路、流通業、消費民生、貿易、量販店、大賣場、零售通路,7
2910,統領,貿易百貨業,上市,1996/12/30,TW0002910007,地產、流通業、消費民生、營建、百貨業、零售通路,6
2911,麗嬰房,貿易百貨業,上市,1997/01/18,TW0002911005,傳產其他、嬰童用品、消費民生、玩具、零售通路,5
2912,統一超,貿易百貨業,上市,1997/08/22,TW0002912003,便利商店、流通業、消費民生、零售通路,4
2913,農林,貿易百貨業,上市,1962/02/09,TW0002913001,流通業、消費民生、茶葉相關、貿易、資產股、農林漁牧、農產品種植、零售通路、食品加工,9
2915,潤泰全,貿易百貨業,上市,1977/07/20,TW0002915006,成衣、成衣銷售／零售、控股公司、流通業、消費民生、織布業、貿易、零售通路,8
2923,鼎固-KY,建材營造業,上市,2012/12/07,KYG8190L1095,不動產/建設、地產、水泥建材、營建、物業投資發展,5
2929,淘帝-KY,貿易百貨業,上市,2013/12/30,KYG8922A1085,傳產其他、嬰童用品、消費民生、零售通路,4
2939,永邑-KY,貿易百貨業,上市,2018/01/11,KYG108031074,家居相關用品通路、流通業、消費民生、貿易、零售通路,5
2945,三商家購,貿易百貨業,上市,2021/11/30,TW0002945003,流通業、消費民生、連鎖超市、零售通路,4
3002,歐格,電腦及週邊設備業,上市,2002/01/23,TW0003002002,商用遊戲機、被動元件、遊戲產業、電子零件元件、電源供應器、電腦及週邊設備,6
3003,健和興,電子零組件業,上市,2002/02/19,TW0003003000,其他電子零件、汽機車零組件、汽車端子、連接器、電子零件元件、電子零組件,6
3004,豐達科,鋼鐵工業,上市,2002/02/25,TW0003004008,原物料、線材盤元、航天軍工、螺絲螺帽、鋼鐵,5
3005,神基,電腦及週邊設備業,上市,2002/02/25,TW0003005005,工業電腦、強固電腦、機殼、汽機車零組件、電子零件元件、電腦及週邊設備、電腦系統業,7
3006,晶豪科,半導體業,上市,2002/03/04,TW0003006003,DRAM記憶體IC、FLASH記憶體IC、IC設計、NAND Flash控制IC、半導體、類比IC,6
3008,大立光,光電業,上市,2002/03/11,TW0003008009,ADAS自動駕駛、光學元件、光學鏡片／頭、光學鏡頭、蘋果供應鏈、車用鏡頭,6
3010,華立,電子通路業,上市,2002/07/22,TW0003010005,半導體材料通路商、零售通路、電子元件代理商、電子通路,4
3011,今皓,電子零組件業,上市,2002/07/22,TW0003011003,連接線材、電子零件元件、電子零組件,3
3013,晟銘電,電腦及週邊設備業,上市,2002/09/16,TW0003013009,AI人工智慧、AI基礎設施、伺服器/散熱、伺服器機殼、電子零件元件,5
3014,聯陽,半導體業,上市,2002/10/29,TW0003014007,IC設計、IO控制IC、PC週邊IC、半導體、安全監控IC、影音IC、數位電視IC、消費性IC、觸控IC、高速傳輸介面IC,10
3015,全漢,電子零組件業,上市,2002/10/16,TW0003015004,電子零件元件、電子零組件、電源供應器,3
3016,嘉晶,半導體業,上市,2002/12/24,TW0003016002,IC製造、IC設計、半導體、矽晶圓、碳化矽SiC功率、磊晶、第三類半導體,7
3017,奇鋐,電腦及週邊設備業,上市,2002/09/27,TW0003017000,AI人工智慧、AI基礎設施、伺服器/散熱、伺服器機殼、伺服器用散熱模組、其他散熱零件、散熱模組、散熱風扇、散熱風扇馬達、機殼、液冷散熱、筆記型電腦用散熱模組、輝達供應鏈、電子零件元件、風冷散熱模組,15
3018,隆銘綠能,其他電子業,上市,2002/08/26,TW0003018008,地產、廠務工程、營建、電子代工、電子其他、電子製造,6
3019,亞光,光電業,上市,2002/08/26,TW0003019006,ADAS自動駕駛、傳產其他、光學、光學元件、光學鏡片／頭、光學鏡頭、影像感測元件、數位相機、數位相機組裝、車用鏡頭,10
3021,鴻名,電子零組件業,上市,2002/08/26,TW0003021002,系統整合、軟體業、連接線材、電子零件元件、電子零組件,5
3022,威強電,電腦及週邊設備業,上市,2002/08/26,TW0003022000,工業電腦,1
3023,信邦,電子零組件業,上市,2002/08/26,TW0003023008,特斯拉供應鏈、車用充電樁、車用連接器、連接器、連接線材、電子零件元件、電子零組件,7
3024,憶聲,光電業,上市,2002/08/26,TW0003024006,園區開發、地產、家電、資產股、車用電子、車載影音系統、電器銷售,7
3025,星通,通信網路業,上市,2002/08/26,TW0003025003,5G通訊、低軌衛星、光纖設備、光通訊、網通設備、電信設備,6
3026,禾伸堂,電子零組件業,上市,2002/08/26,TW0003026001,IC零組件通路商、MLCC、被動元件、鋁質電解電容、電子元件代理商、電子通路、電子零組件,7
3027,盛達,通信網路業,上市,2002/08/26,TW0003027009,5G通訊、PV INVERTER、低軌衛星、太陽能、太陽能發電、太陽能系統運用、接取設備、網通設備、重電設備、電力、電力設備,11
3028,增你強,電子通路業,上市,2002/08/26,TW0003028007,IC零組件通路商、零售通路、電子元件代理商、電子通路,4
3029,零壹,資訊服務業,上市,2002/08/26,TW0003029005,INTERNET技術與基礎設施、數位雲端、系統整合、資安、資訊安全、軟體業、軟體通路／代理、金融科技、雲端科技,9
3030,德律,其他電子業,上市,2002/10/29,TW0003030003,IC檢測設備、PCB相關設備、封測用設備、設備儀器商、電子代工、電子製造,6
3031,佰鴻,光電業,上市,2002/08/26,TW0003031001,LED、LED封裝、LED晶粒/封裝、LED照明、LED照明產品,5
3032,偉訓,電子零組件業,上市,2002/08/26,TW0003032009,伺服器機殼、機殼、週邊產品、電子零件元件、電子零組件、電源供應器、電競週邊,7
3033,威健,電子通路業,上市,2002/08/26,TW0003033007,IC零組件通路商、零售通路、電子通路,3
3034,聯詠,半導體業,上市,2002/08/26,TW0003034005,CMOS晶片、IC設計、LCD控制IC、LCD驅動IC、半導體、安全監控IC、影音IC、手機面板驅動IC、數位電視IC、觸控IC、顯示驅動IC,11
3035,智原,半導體業,上市,2002/08/26,TW0003035002,ASIC、IC設計、IP矽智財、半導體、設計IP,5
3036,文曄,電子通路業,上市,2002/08/26,TW0003036000,IC零組件通路商、零售通路、電子通路,3
3037,欣興,電子零組件業,上市,2002/08/26,TW0003037008,ABF載板、BGA基板、BT載板、CoWoS先進封裝、HDI板、HDI高密度PCB、IC基板、IC載板、PCB電路板、印刷電路板、印刷電路板相關、封測服務與材料、電子零組件,13
3038,全台,光電業,上市,2002/08/26,TW0003038006,LCM、中小尺吋面板、觸控面板、面板業,4
3040,遠見,其他業,上市,2002/08/26,TW0003040002,地產、多元業務、消費性電子產品、物業投資發展,4
3041,揚智,半導體業,上市,2002/08/26,TW0003041000,IC設計、半導體、影音IC、機上盒晶片、消費性IC,5
3042,晶技,電子零組件業,上市,2002/08/26,TW0003042008,振盪器、石英元件、被動元件、電子零組件,4
3043,科風,其他電子業,上市,2002/08/26,TW0003043006,UPS、電子代工、電子製造、電子零件元件,4
3044,健鼎,電子零組件業,上市,2002/08/26,TW0003044004,HDI板、印刷電路板、印刷電路板相關、電子零組件,4
3045,台灣大,通信網路業,上市,2002/08/26,TW0003045001,5G通訊、INTERNET應用與服務、低軌衛星、低軌道衛星、無店舖販售、網通設備、行動通訊、衛星通訊服務、通訊服務、電信、電信／數據服務、電商平台、電視購物,13
3046,建��,電腦及週邊設備業,上市,2002/08/26,TW0003046009,工業電腦、數位看板、電腦及週邊設備、顯示器,4
3047,訊舟,通信網路業,上市,2002/08/26,TW0003047007,5G通訊、低軌衛星、區域網路、無線網路設備系統(WLAN)、用戶端設備、網通設備,6
3048,益登,電子通路業,上市,2002/10/01,TW0003048005,IC零組件通路商、零售通路、電子通路,3
3049,精金,光電業,上市,2002/09/27,TW0003049003,觸控面板、面板業,2
3050,鈺德,光電業,上市,2002/10/29,TW0003050001,休閒娛樂、光碟片、太陽能、太陽能系統運用、旅宿／餐飲、碟片預錄、餐飲,7
3051,力特,光電業,上市,2002/10/28,TW0003051009,偏光板、面板零組件,2
3052,夆典,建材營造業,上市,1995/11/25,TW0003052007,不動產/建設、地產、水泥建材、水電消防工程、營建、營造工程,6
3054,立萬利,食品工業,上市,2002/11/18,TW0003054003,DRAM、IC製造、消費民生、生物科技、非揮發性記憶體、食品生技、食品農業,7
3055,蔚華科,電子通路業,上市,2002/12/12,TW0003055000,半導體製程設備、封測用設備、設備儀器商、零售通路、電子通路,5
3056,富華新,建材營造業,上市,2003/03/03,TW0003056008,不動產/建設、地產、控股公司、水泥建材、營建,5
3057,喬鼎,電腦及週邊設備業,上市,2002/12/18,TW0003057006,磁碟陣列控制器、週邊產品、電腦及週邊設備,3
3058,立德,電子零組件業,上市,2002/12/09,TW0003058004,變壓器、電子零件元件、電子零組件、電源供應器,4
3059,華晶科,光電業,上市,2002/12/24,TW0003059002,IC設計、光學元件、光學鏡片／頭、安全監控、工業電腦、影像感測元件、影音IC、手機鏡頭模組、手機零組件、數位相機、數位相機組裝、診斷與監測用醫材、車用電子,13
3060,銘異,電腦及週邊設備業,上市,2003/04/21,TW0003060000,硬碟相關、週邊產品、電腦及週邊設備,3
3062,建漢,通信網路業,上市,2003/07/28,TW0003062006,5G通訊、低軌衛星、消費性電子產品、無線網路設備系統(WLAN)、用戶端設備、網通設備、視訊轉換相關,7
3090,日電貿,電子零組件業,上市,2007/12/31,TW0003090007,MLCC、被動元件、鋁質電解電容、電子元件代理商、電子通路、電子零組件、電容,7
3092,鴻碩,電子零組件業,上市,2021/05/13,TW0003092003,車用連接器、連接線材、電子零件元件、電子零組件,4
3094,聯傑,半導體業,上市,2007/08/06,TW0003094009,IC設計、半導體、網路通訊IC,3
3130,一零四,數位雲端,上市,2006/02/17,TW0003130001,INTERNET應用與服務、人力資源、人力資源網站、數位雲端、服務業、資安,6
3135,凌航,半導體業,上市,2025/08/06,TW0003135000,DRAM模組、FLASH模組、IC設計、半導體、記憶體模組、電子零件元件,6
3138,耀登,通信網路業,上市,2020/12/11,TW0003138004,5G通訊、低軌衛星、天線、網通設備、設備儀器商、量測儀器,6
3149,正達,光電業,上市,2011/11/23,TW0003149001,建材、汽車內裝、玻璃、玻璃基板加工、車用玻璃、面板零組件,6
3164,景岳,生技醫療業,上市,2010/03/22,TW0003164000,化學工業、生技醫療、生物科技、衛生清潔用品、醫療器材、食品生技,6
3167,大量,電機機械,上市,2013/10/21,TW0003167003,PCB相關設備、印刷電路板相關、工業自動化、機器人、設備儀器商、雷射鑽孔機、鑽頭、電機設備,8
3168,眾福科,光電業,上市,2024/03/26,TW0003168001,LCM、面板業,2
3189,景碩,半導體業,上市,2004/11/01,TW0003189007,ABF載板、BT載板、HDI板、IC基板、IC設計、IC載板、半導體、印刷電路板相關、封測服務與材料、蘋果供應鏈、輔助與彌補用醫材、隱形眼鏡,12
3209,全科,電子通路業,上市,2008/11/26,TW0003209003,IC設計、IC零組件通路商、光通訊IC、無線網路IC、網路通訊IC、零售通路、電子通路、類比IC,8
3229,晟鈦,電子零組件業,上市,2009/12/31,TW0003229001,PCB材料、印刷電路板、印刷電路板相關、電子零組件,4
3231,緯創,電腦及週邊設備業,上市,2003/08/19,TW0003231007,AI人工智慧、AI伺服器、AI伺服器整機、AI基礎設施、伺服器、伺服器/散熱、伺服器電源供應器、筆記型電腦製造、輝達供應鏈、電子製造服務、電腦系統業,11
3257,虹冠電,半導體業,上市,2011/03/21,TW0003257002,IC設計、二極體、分離式元件、半導體、電晶體、電源管理IC,6
3266,昇陽,建材營造業,上市,2014/12/24,TW0003266003,不動產/建設、地產、水泥建材、營建,4
3296,勝德,電子零組件業,上市,2007/12/31,TW0003296000,電子零件元件、電子零組件、電源供應器,3
3305,昇貿,其他電子業,上市,2008/07/10,TW0003305009,PCB材料、印刷電路板相關、封測服務與材料、金、錫凸塊、電子代工、電子製造,7
3308,聯德,電子零組件業,上市,2008/03/12,TW0003308003,電子零件元件、電子零組件、電源供應器,3
3311,閎暉,通信網路業,上市,2004/03/08,TW0003311007,5G通訊、低軌衛星、汽機車零組件、穿戴式裝置、網通設備,5
3312,弘憶股,電子通路業,上市,2010/12/29,TW0003312005,IC零組件通路商、零售通路、電子通路,3
3321,同泰,電子零組件業,上市,2015/12/15,TW0003321006,印刷電路板相關、軟板、電子零組件,3
3338,泰碩,電子零組件業,上市,2013/12/13,TW0003338000,伺服器用散熱模組、散熱模組、筆記型電腦用散熱模組、電子零組件,4
3346,麗清,汽車工業,上市,2016/12/19,TW0003346003,LED、LED封裝、汽車製造、車用電子、電動車,5
3356,奇偶,光電業,上市,2005/03/28,TW0003356002,安全監控、導線架、工業電腦,3
3376,新日興,電子零組件業,上市,2007/12/31,TW0003376000,樞紐、模具沖壓、電子零件元件、電子零組件,4
3380,明泰,通信網路業,上市,2004/12/20,TW0003380002,5G通訊、企業網通設備、低軌衛星、區域網路、無線網路設備系統(WLAN)、用戶端設備、網通設備,7
3406,玉晶光,光電業,上市,2005/12/20,TW0003406005,LED、LED照明產品、光學元件、光學鏡片／頭、光學鏡頭、蘋果供應鏈,6
3413,京鼎,半導體業,上市,2015/07/28,TW0003413001,IC設計、化學氣相沈積設備、半導體、半導體製程設備、晶圓製程設備、設備儀器商,6
3416,融程電,電腦及週邊設備業,上市,2015/01/23,TW0003416004,工業電腦,1
3419,譁裕,通信網路業,上市,2008/01/21,TW0003419008,5G通訊、低軌衛星、光纖被動元件、光通訊、天線、網通設備,6
3432,台端,電子零組件業,上市,2010/12/30,TW0003432001,車輛整車、連接器、電動機車、電子零件元件、電子零組件,5
3437,榮創,光電業,上市,2014/07/09,TW0003437000,LED、LED封裝,2
3443,創意,半導體業,上市,2006/11/03,TW0003443008,AI推論晶片、ASIC、IC設計、IP矽智財、半導體、矽光子CPO、設計IP、輝達供應鏈,8
3447,展達,通信網路業,上市,2022/12/15,TW0003447009,5G通訊、低軌衛星、接取設備、消費性電子產品、物聯網裝置、網通設備、視訊轉換相關,7
3450,聯鈞,半導體業,上市,2006/04/12,TW0003450003,IC封裝、IC封裝測試、IC測試、IC設計、半導體,5
3481,群創,光電業,上市,2006/10/24,TW0003481008,CoWoS先進封裝、FOPLP先進封裝、LCD面板、LED、MICROLED、MicroLED、OLED、OLED面板、TFT-LCD、中小尺吋面板、玻璃基板、觸控面板、車載顯示、面板、面板業,15
3494,誠研,電腦及週邊設備業,上市,2007/12/13,TW0003494001,印表機、印表機耗材、週邊產品、電腦及週邊設備,4
3501,維熹,電子零組件業,上市,2007/09/20,TW0003501003,連接線材、電子零件元件、電子零組件,3
3504,揚明光,光電業,上市,2007/01/26,TW0003504007,3D印表機、光學元件、光學鏡片／頭、光學鏡頭、微投影機、消費性電子產品、車用鏡頭、週邊產品,8
3515,華擎,電腦及週邊設備業,上市,2007/11/08,TW0003515003,主機板、電源管理IC、電腦系統業,3
3518,柏騰,其他電子業,上市,2007/11/28,TW0003518007,機殼表面處理、電子代工、電子製造、電子零件元件,4
3528,安馳,電子通路業,上市,2016/05/18,TW0003528006,IC零組件通路商、零售通路、電子通路,3
3530,晶相光,半導體業,上市,2018/07/16,TW0003530002,CMOS晶片、IC設計、半導體,3
3532,台勝科,半導體業,上市,2007/12/10,TW0003532008,IC製造、IC設計、半導體、矽晶圓,4
3533,嘉澤,電子零組件業,上市,2007/12/10,TW0003533006,CPU SOCKET、HBM高頻寬記憶體、IP矽智財、電子零件元件、電子零組件,5
3535,晶彩科,光電業,上市,2008/01/31,TW0003535001,設備儀器商、面板設備,2
3543,州巧,光電業,上市,2020/04/15,TW0003543005,家居用品、模具沖壓、電子零件元件,3
3545,敦泰,半導體業,上市,2007/07/03,TW0003545000,IC設計、LCD驅動IC、半導體、手機面板驅動IC、生物辨識IC、觸控IC、顯示驅動IC,7
3550,聯穎,電子零組件業,上市,2010/11/10,TW0003550000,連接線材、電子零件元件、電子零組件,3
3557,嘉威,居家生活,上市,2008/02/27,TW0003557005,家居用品、家電、消費民生、餐具,4
3563,牧德,光電業,上市,2019/04/02,TW0003563003,IC檢測設備、PCB相關設備、封測用設備、設備儀器商,4
3576,聯合再生,光電業,上市,2009/01/12,TW0003576005,太陽能、太陽能系統運用、太陽能電池、太陽能電池/模組、太陽能電池模組,5
3583,辛耘,半導體業,上市,2013/03/12,TW0003583001,CoWoS先進封裝、FOPLP先進封裝、IC製造、IC設計、半導體、半導體製程設備、封裝設備、晶圓製程設備、玻璃基板、矽晶圓、設備儀器商,11
3588,通嘉,半導體業,上市,2009/08/14,TW0003588000,IC設計、LED驅動IC、半導體、電源管理IC,4
3591,艾笛森,光電業,上市,2010/11/12,TW0003591004,LED、LED封裝、LED照明產品,3
3592,瑞鼎,半導體業,上市,2022/01/07,TW0003592002,IC設計、LCD驅動IC、半導體、手機面板驅動IC、顯示驅動IC,5
3593,力銘,電子零組件業,上市,2009/03/16,TW0003593000,塑膠射出、機殼、電子零件元件、電子零組件,4
3596,智易,通信網路業,上市,2009/03/11,TW0003596003,4G通訊設備、5G通訊、5G通訊設備、WiFi路由器、低軌衛星、消費性電子產品、無線網路設備系統(WLAN)、網通設備、視訊轉換相關,9
3605,宏致,電子零組件業,上市,2009/03/26,TW0003605002,其他電子零件、連接器、連接線材、電子零件元件、電子零組件,5
3607,谷崧,電子零組件業,上市,2009/10/28,TW0003607008,塑膠射出、機殼、電子零件元件、電子零組件,4
3617,碩天,其他電子業,上市,2009/12/23,TW0003617007,UPS、週邊產品、電子代工、電子製造、電子零件元件,5
3622,洋華,光電業,上市,2009/03/25,TW0003622007,觸控面板、電線電纜、電纜連接件及配件、面板業、風冷散熱模組,5
3645,達邁,電子零組件業,上市,2011/10/05,TW0003645008,印刷電路板相關、軟板PI、電子零組件,3
3652,精聯,電腦及週邊設備業,上市,2022/09/21,TW0003652004,工業電腦、掌上型工業電腦、條碼掃描器、自動資料收集產品、電腦及週邊設備,5
3653,健策,電子零組件業,上市,2009/11/18,TW0003653002,其他散熱零件、封測服務與材料、導線架、散熱模組、電子零組件,5
3661,世芯-KY,半導體業,上市,2014/10/28,KYG022421088,AI推論晶片、ASIC、IC設計、IP矽智財、半導體、矽光子CPO、設計IP、輝達供應鏈,8
3665,貿聯-KY,其他電子業,上市,2011/04/21,KYG114741062,特斯拉供應鏈、車用連接器、連接器、連接線材、電子代工、電子線、電子製造、電子零件元件、電池管理系統BMS、電線電纜,10
3669,圓展,通信網路業,上市,2011/08/25,TW0003669008,5G通訊、低軌衛星、消費性電子產品、網通設備、視訊會議產品,5
3673,TPK-KY,光電業,上市,2010/10/29,KYG898431096,導電玻璃、觸控面板、面板業、面板零組件,4
3679,新至陞,電子零組件業,上市,2011/10/05,TW0003679007,塑膠射出、機殼、電子零件元件、電子零組件,4
3686,達能,半導體業,上市,2010/07/20,TW0003686002,IC設計、IC零組件通路商、半導體、太陽能、太陽能系統運用、電子通路,6
3694,海華,通信網路業,上市,2011/05/03,TW0003694006,5G通訊、低軌衛星、光學元件、光學鏡片／頭、網通設備、通訊設備零組件,6
3701,大眾控,電腦及週邊設備業,上市,2004/08/30,TW0003701009,工業電腦、平板電腦、控股公司、消費性電子產品、車用電子、電子製造服務、電腦及週邊設備、電腦系統業,8
3702,大聯大,電子通路業,上市,2005/11/09,TW0003702007,IC零組件通路商、控股公司、零售通路、電子通路,4
3703,欣陸,建材營造業,上市,2010/04/08,TW0003703005,不動產/建設、住宅建設、地產、基礎建設、控股公司、水泥建材、營建、營造工程、環保工程,9
3704,合勤控,通信網路業,上市,2010/08/16,TW0003704003,5G基站設備、5G通訊、WiFi路由器、企業網通設備、低軌衛星、光纖設備、光通訊、區域網路、接取設備、控股公司、無線網路設備系統(WLAN)、用戶端設備、網通設備、電信設備,14
3705,永信,生技醫療業,上市,2011/01/03,TW0003705000,動物用藥、學名藥、控股公司、獸醫相關、生技醫療、生物科技、西藥製劑、醫療器材、醫藥產業、食品生技,10
3706,神達,電腦及週邊設備業,上市,2013/09/12,TW0003706008,AI伺服器、伺服器、工業電腦、控股公司、網通設備、行車紀錄器、衛星導航、車用電子、電腦及週邊設備、電腦系統業,10
3708,上緯投控,綠能環保,上市,2016/08/31,TW0003708004,傳產其他、化學工業、合成樹脂、太陽能、綠能永續、複合材料、離岸風電、電動車,8
3711,日月光投控,半導體業,上市,2018/04/30,TW0003711008,CoWoS先進封裝、IC封裝、IC封裝測試、IC測試、IC設計、先進封裝、半導體、封裝測試、電子製造服務、電腦系統業,10
3712,永崴投控,電腦及週邊設備業,上市,2018/10/01,TW0003712006,控股公司、電腦及週邊設備,2
3714,富采,光電業,上市,2021/01/06,TW0003714002,LED、LED封裝、LED晶粒、LED照明產品、LED磊晶、MICROLED、控股公司、碳化矽SiC功率、車用功率元件,9
